Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Focus Position,Rank,Status
M. Smith,St. Patrick's Ath.,St. Patrick's Ath.,"CF, LW, LAMF",24,100000,2021-12-31,25,2226,8,7.77,0,2.73,25.11,36.23,Scotland,Scotland,,180,0,no,6.15,6.47,50.63,3.07,21.05,0.16,0.25,0.04,2.71,4.14,2.26,7,0.28,0,0.0,3.64,0.32,8,0.32,0.31,1,0.04,40,1.62,52.5,20.0,0.0,2.06,29.41,1.74,27.91,0.32,37.5,0.04,4.12,50.0,11.04,33.7,3.11,1.66,1.58,15.36,2.02,1.25,23.41,73.75,5.34,59.85,6.43,89.94,7.44,69.02,20.54,79.92,0.93,26.09,16.08,22.73,0.11,0.97,0.04,0.04,0.36,33.33,0.36,2.26,67.86,2.35,43.1,0.49,25.0,0.85,0.61,2.79,73.91,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.24,0,0.0,Irish Premier Division,Wingers,0,0
S. Gannon,Shamrock Rovers,Shamrock Rovers,"RWB, RCB",30,100000,2023-12-31,23,1818,2,0.36,1,2.81,16.09,43.38,Republic of Ireland,Republic of Ireland,right,183,67,no,7.52,6.83,50.0,2.13,53.49,0.54,0.94,0.05,3.56,6.14,1.44,4,0.2,0,0.0,2.38,0.1,2,0.1,0.02,0,0.0,6,0.3,50.0,33.333,0.05,3.71,32.0,0.05,0.0,3.66,32.43,0.45,1.53,51.61,3.61,42.47,1.83,0.94,0.64,27.43,3.81,0.74,36.88,76.64,11.09,67.41,7.77,92.99,10.99,77.93,30.2,84.1,3.17,54.69,20.09,35.66,0.14,1.58,0.0,0.0,0.35,71.43,0.69,4.8,71.13,3.76,57.89,0.59,58.33,1.09,1.19,7.62,76.62,0,,0,,0,0,0,0,,,0.74,,,0.0,0.0,0.0,0.05,0,0.0,Irish Premier Division,Wingers,0,0
L. Scales,Celtic,Shamrock Rovers,"LCB, LWB",23,100000,2025-05-31,23,2187,2,2.17,2,1.41,16.91,56.45,Republic of Ireland,Republic of Ireland,,0,0,no,8.44,5.68,60.87,5.06,68.29,0.37,0.62,0.08,4.61,7.69,0.91,3,0.12,0,0.0,1.19,0.08,2,0.08,0.09,1,0.04,15,0.62,26.67,13.333,0.08,1.65,17.5,1.6,17.95,0.04,0.0,0.21,1.4,50.0,3.46,38.1,1.6,1.23,0.74,34.77,2.55,0.58,50.45,77.57,22.18,68.65,5.51,92.54,16.71,83.5,41.65,83.99,7.2,53.71,20.62,39.47,0.06,0.45,0.0,0.0,0.12,33.33,0.16,8.02,67.18,2.02,32.65,0.45,27.27,0.7,0.41,12.47,68.65,0,,0,,0,0,0,0,,,0.74,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
J. Gibson,Carlisle United,Sligo Rovers,"AMF, RAMF",23,100000,2023-06-30,22,2051,7,5.65,3,1.49,25.8,38.78,England,England,right,178,80,no,5.97,5.88,61.19,1.4,15.63,0.04,0.06,0.04,2.33,3.21,1.27,5,0.22,0,0.0,5.31,0.31,4,0.18,0.25,0,0.0,55,2.41,30.91,12.727,0.13,2.46,21.43,0.57,53.85,1.89,11.63,0.39,7.85,47.49,15.58,35.21,1.84,2.63,1.36,18.65,1.62,1.32,28.39,74.03,7.99,59.34,6.14,91.43,8.69,76.77,24.35,81.62,1.8,39.02,17.98,39.44,0.07,0.66,0.0,0.04,0.79,38.89,0.35,3.82,58.62,2.72,37.1,1.05,25.0,0.53,0.53,4.56,67.31,0,,0,,0,0,0,0,,,0.04,,,0.48,0.22,20.0,0.31,3,100.0,Irish Premier Division,Wingers,0,0
J. Waite,Penybont,Waterford FC,"RW, CF, RAMF",22,75000,2022-06-30,12,1051,0,0.53,0,0.54,21.92,35.94,Wales,Wales,,0,0,no,5.39,6.25,57.53,1.37,0.0,0.43,0.48,0.09,1.37,1.54,1.03,3,0.26,0,0.0,3.68,0.0,0,0.0,0.05,0,0.0,7,0.6,14.29,0.0,0.0,2.57,23.33,0.51,50.0,1.97,17.39,0.6,5.39,53.97,10.36,33.88,1.11,1.63,0.86,11.3,0.86,0.43,18.92,69.23,4.11,56.25,5.48,90.63,5.74,68.66,14.81,79.19,1.54,50.0,20.28,34.46,0.05,0.6,0.0,0.0,0.17,50.0,0.26,2.31,62.96,2.06,45.83,0.34,50.0,0.6,0.69,2.91,70.59,0,,0,,0,0,0,0,,,0.09,,,0.17,0.09,0.0,0.34,0,0.0,Irish Premier Division,Wingers,0,0
D. Kelly,Dundalk,Dundalk,"RW, RAMF, CF",25,75000,2021-12-31,13,712,2,2.18,1,0.34,19.21,40.13,Republic of Ireland,Republic of Ireland,right,181,0,no,4.3,4.55,55.56,2.02,18.75,0.0,0.0,0.0,1.77,2.58,1.01,1,0.13,0,0.0,4.93,0.25,2,0.25,0.28,0,0.0,11,1.39,45.45,18.182,0.13,3.16,36.0,0.76,0.0,2.4,47.37,0.51,5.81,50.0,9.73,44.16,4.04,2.78,1.26,16.18,2.65,1.14,22.25,68.75,5.56,50.0,4.93,92.31,7.96,66.67,17.06,76.3,2.28,55.56,19.8,29.04,0.04,0.38,0.0,0.0,0.88,28.57,0.38,2.91,60.87,2.91,34.78,1.14,33.33,0.63,1.14,4.68,72.97,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
L. Burt,Bohemians,Bohemians,"LW, LAMF, RAMF",22,75000,,23,2001,6,4.04,4,2.83,29.87,42.62,Scotland,Scotland,right,173,70,no,8.23,6.93,58.44,2.47,38.18,0.4,0.64,0.0,3.78,5.93,1.3,1,0.04,0,0.0,6.12,0.27,6,0.27,0.18,0,0.0,51,2.29,35.29,11.765,0.18,3.24,26.39,2.02,26.67,1.12,24.0,0.45,9.81,44.04,16.42,39.18,2.29,3.19,2.38,14.08,1.62,3.15,20.46,63.74,7.2,57.5,3.15,80.0,6.97,63.87,15.56,73.41,1.84,43.9,18.52,32.9,0.13,0.76,0.0,0.04,0.76,17.65,0.49,3.69,56.1,3.28,41.1,0.94,14.29,0.9,1.03,4.54,80.2,0,,0,,0,0,0,0,,,0.04,,,0.09,0.0,0.0,0.31,0,0.0,Irish Premier Division,Wingers,0,0
J. Mountney,St. Patrick's Ath.,St. Patrick's Ath.,"RB, RWB",28,75000,2021-12-31,20,1773,1,1.18,1,1.68,17.92,51.27,Republic of Ireland,Republic of Ireland,right,183,77,no,8.12,5.28,64.42,5.89,46.55,0.36,0.54,0.3,4.37,6.63,0.86,2,0.1,0,0.0,1.42,0.05,1,0.05,0.06,0,0.0,12,0.61,16.67,8.333,0.05,3.05,28.33,0.15,33.33,2.89,28.07,0.2,0.96,47.37,3.96,43.59,0.66,1.22,0.61,27.36,1.93,1.73,39.39,74.36,13.76,62.73,7.46,92.52,12.13,73.64,33.15,81.16,3.3,47.69,18.14,26.9,0.09,0.66,0.0,0.05,0.1,0.0,0.1,4.62,64.84,3.55,34.29,0.3,50.0,0.56,0.81,9.44,61.83,0,,0,,0,0,0,0,,,0.66,,,0.36,0.1,50.0,1.12,0,0.0,Irish Premier Division,Wingers,0,0
A. Coote,Bohemians,Bohemians,"RW, LDMF",23,75000,2021-12-31,21,1674,4,1.64,1,2.44,20.7,44.42,Scotland,Scotland,right,170,65,no,7.74,6.29,53.85,2.04,55.26,0.59,0.9,0.11,3.76,5.74,1.72,7,0.38,0,0.0,3.17,0.22,3,0.16,0.09,0,0.0,24,1.29,25.0,12.5,0.05,1.51,32.14,0.11,50.0,1.4,30.77,0.27,4.25,50.63,9.09,40.83,1.29,1.61,1.02,18.33,1.02,1.02,31.99,79.33,9.19,66.08,6.51,94.21,10.54,84.69,28.12,84.89,2.42,42.22,17.72,26.43,0.13,0.97,0.05,0.05,0.32,66.67,0.32,4.35,66.67,1.77,63.64,0.05,100.0,0.59,0.48,4.62,62.79,0,,0,,0,0,0,0,,,0.16,,,1.29,0.16,0.0,1.67,0,0.0,Irish Premier Division,Wingers,0,0
D. Lafferty,Derry City,Derry City,"LWB, LB",32,75000,2021-12-31,24,2168,3,3.01,0,1.15,16.98,53.06,Northern Ireland,Northern Ireland,left,180,76,no,8.8,6.52,61.15,3.86,52.69,0.08,0.12,0.12,4.73,6.76,0.87,6,0.25,1,0.04,2.24,0.12,3,0.12,0.12,0,0.0,25,1.04,24.0,12.0,0.0,3.2,25.97,3.15,25.0,0.0,0.0,0.5,1.74,57.14,3.74,47.78,1.41,1.66,0.87,30.35,2.74,0.95,43.01,70.08,16.52,55.78,7.6,91.8,12.45,74.67,34.21,78.64,5.81,42.86,19.93,38.33,0.05,0.62,0.0,0.04,0.37,44.44,0.17,7.31,56.82,4.07,35.71,0.75,11.11,0.91,0.71,10.21,71.14,0,,0,,0,0,0,0,,,0.37,,,0.25,0.08,0.0,0.08,0,0.0,Irish Premier Division,Wingers,0,0
J. Ogedi-Uzokwe,Derry City,Derry City,"CF, RW",27,75000,2021-12-31,18,1135,5,3.82,2,1.07,37.27,41.28,England,"England, Nigeria",right,185,0,no,5.79,4.68,66.1,9.52,41.67,0.16,0.26,0.24,2.54,4.14,1.67,2,0.16,0,0.0,3.96,0.4,4,0.32,0.3,1,0.08,24,1.9,54.17,20.833,0.16,1.74,13.64,0.71,11.11,1.03,15.38,0.16,4.12,59.62,15.54,37.24,4.76,1.11,0.4,10.78,2.06,2.85,19.51,72.76,4.76,60.0,5.79,93.15,4.12,65.38,17.05,79.53,0.71,55.56,17.11,19.95,0.08,0.95,0.16,0.0,0.48,50.0,0.63,2.22,60.71,1.51,36.84,0.4,20.0,1.19,0.4,1.74,81.82,0,,0,,0,0,0,0,,,0.08,,,0.24,0.24,33.33,0.0,1,100.0,Irish Premier Division,Wingers,0,0
Walter Figueira,Sligo Rovers,Sligo Rovers,"LAMF, RAMF, LW",26,70000,2021-12-31,22,1617,2,0.75,0,1.34,27.38,36.99,England,"England, Angola",right,182,76,no,6.07,5.68,56.86,2.56,13.04,0.11,0.16,0.11,2.73,3.88,1.28,1,0.06,0,0.0,4.56,0.11,2,0.11,0.04,0,0.0,23,1.28,30.43,8.696,0.0,2.39,23.26,1.0,11.11,1.39,32.0,0.11,6.9,49.19,15.81,36.27,1.28,1.84,0.95,12.47,1.89,1.06,21.21,72.44,4.17,58.67,6.62,89.92,5.12,70.65,18.03,79.94,0.83,53.33,17.11,17.67,0.07,0.67,0.0,0.0,0.72,30.77,0.22,1.89,61.76,1.95,48.57,0.72,30.77,0.56,0.5,2.56,67.39,0,,0,,0,0,0,0,,,0.06,,,0.06,0.0,0.0,0.56,0,0.0,Irish Premier Division,Wingers,0,0
D. Burns,St. Patrick's Ath.,St. Patrick's Ath.,"RW, RAMF, RWF",19,50000,2021-12-31,18,1172,4,2.66,5,5.1,23.58,44.95,Northern Ireland,Northern Ireland,,0,0,no,5.53,4.91,56.25,2.69,40.0,0.54,0.84,0.0,2.23,3.48,1.0,0,0.0,0,0.0,7.06,0.31,4,0.31,0.2,0,0.0,20,1.54,25.0,20.0,0.38,6.3,25.61,0.61,62.5,5.68,21.62,1.08,7.68,64.0,12.36,46.58,2.46,2.53,1.54,13.05,1.92,1.15,23.5,59.8,4.91,43.75,5.68,91.89,8.45,53.64,15.2,78.28,2.23,31.03,22.3,33.94,0.39,1.77,0.08,0.08,0.54,28.57,0.92,2.3,46.67,4.84,30.16,0.77,20.0,0.54,1.92,4.3,73.21,0,,0,,0,0,0,0,,,0.31,,,0.46,0.08,0.0,1.31,0,0.0,Irish Premier Division,Wingers,0,0
K. Ward,Bohemians,Bohemians,"LAMF, RAMF, LW",30,50000,2021-12-31,21,779,0,1.39,1,3.13,16.52,44.06,Republic of Ireland,Republic of Ireland,,178,74,no,6.35,6.35,52.73,0.69,50.0,0.46,0.71,0.12,2.54,3.88,1.04,2,0.23,0,0.0,3.93,0.0,0,0.0,0.16,0,0.0,13,1.5,46.15,0.0,0.12,2.66,52.17,1.27,54.55,1.39,50.0,0.46,2.77,37.5,6.59,33.33,2.77,2.31,1.39,28.42,2.2,0.92,38.82,75.3,13.86,66.67,7.51,93.85,13.17,74.56,31.54,79.85,4.62,57.5,18.95,29.52,0.36,2.43,0.0,0.12,1.5,53.85,1.27,5.89,66.67,5.08,70.45,1.16,40.0,3.47,1.39,9.24,87.5,0,,0,,0,0,0,0,,,0.35,,,1.5,0.35,33.33,1.73,0,0.0,Irish Premier Division,Wingers,0,0
M. Byrne,Sligo Rovers,Sligo Rovers,"RAMF, LAMF, RW",21,50000,2021-12-31,17,945,1,1.05,1,0.84,18.19,39.27,Republic of Ireland,Republic of Ireland,,0,0,no,5.81,4.95,55.77,5.62,35.59,0.1,0.13,0.19,2.95,3.97,0.76,1,0.1,0,0.0,1.05,0.1,1,0.1,0.1,0,0.0,7,0.67,42.86,14.286,0.1,1.43,20.0,0.19,0.0,1.24,23.08,0.29,0.67,71.43,4.76,28.0,1.9,0.48,0.29,20.48,3.43,0.57,28.76,79.14,6.1,59.38,9.62,93.07,5.9,67.74,25.52,84.33,1.9,50.0,14.93,25.08,0.08,0.48,0.1,0.0,0.29,0.0,0.38,3.14,51.52,2.1,31.82,0.95,30.0,0.76,0.19,3.05,78.13,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
I. Bermingham,St. Patrick's Ath.,St. Patrick's Ath.,"LB, LCB, LWB",32,50000,2022-12-31,23,1926,1,0.47,1,0.81,12.15,49.62,Republic of Ireland,Republic of Ireland,left,177,71,no,7.38,4.53,65.98,3.04,41.54,0.51,0.85,0.09,3.88,6.38,0.79,4,0.19,1,0.05,1.59,0.05,1,0.05,0.02,1,0.05,11,0.51,27.27,9.091,0.05,2.99,34.38,2.9,35.48,0.09,0.0,0.56,0.7,53.33,2.15,43.48,0.93,1.17,0.42,37.34,2.8,0.33,47.85,78.22,18.04,65.03,6.64,97.18,15.7,83.33,40.14,85.56,4.72,43.56,18.64,31.94,0.04,0.51,0.05,0.0,0.23,20.0,0.09,7.29,60.9,2.8,40.0,0.33,14.29,0.56,1.03,9.16,74.49,0,,0,,0,0,0,0,,,0.51,,,0.0,0.0,0.0,0.05,0,0.0,Irish Premier Division,Wingers,0,0
J. Mustoe,Finn Harps,Finn Harps,"LB, LWB",30,50000,2021-12-31,7,653,2,0.26,0,0.05,12.4,47.78,England,England,left,177,75,no,8.96,5.38,46.15,1.65,58.33,0.96,1.2,0.14,5.51,6.86,1.24,2,0.28,0,0.0,1.65,0.28,2,0.28,0.04,0,0.0,3,0.41,100.0,66.667,0.0,1.52,27.27,1.38,20.0,0.14,100.0,0.28,1.38,60.0,2.76,45.0,0.41,0.28,0.14,14.61,0.83,0.55,27.29,68.18,12.4,54.44,4.13,83.33,8.41,78.69,17.92,80.0,8.13,47.46,26.56,41.44,0.01,0.28,0.0,0.0,0.14,0.0,0.0,6.75,51.02,1.79,23.08,1.24,11.11,0.0,0.41,7.99,67.24,0,,0,,0,0,0,0,,,0.55,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
B. McNamee,Finn Harps,Finn Harps,"AMF, LAMF",29,50000,2021-12-31,27,2514,2,3.8,4,4.68,15.93,46.52,Republic of Ireland,Republic of Ireland,,181,78,no,8.2,6.26,62.29,2.29,40.63,0.25,0.33,0.18,4.05,5.25,0.61,2,0.07,0,0.0,2.0,0.07,1,0.04,0.14,0,0.0,25,0.89,36.0,8.0,0.14,1.47,41.46,0.79,27.27,0.68,57.89,0.29,1.4,38.46,4.55,34.65,0.75,0.68,0.36,17.65,0.86,0.86,31.32,71.54,11.92,56.16,5.41,88.08,9.16,80.47,26.6,76.18,3.44,45.83,19.42,34.18,0.17,1.47,0.07,0.04,1.07,50.0,0.32,5.41,55.63,3.08,46.51,1.25,42.86,1.0,0.61,6.12,74.27,0,,0,,0,0,0,0,,,0.25,,,1.86,0.11,0.0,3.11,3,33.333,Irish Premier Division,Wingers,0,0
A. Foley,Finn Harps,Finn Harps,"CF, RAMF",31,50000,2021-12-31,26,1864,8,4.06,2,1.13,20.23,42.24,Northern Ireland,Northern Ireland,,0,0,no,5.46,4.3,61.8,6.08,34.13,0.05,0.06,0.19,2.75,3.56,1.21,1,0.05,0,0.0,2.51,0.39,8,0.39,0.2,0,0.0,36,1.74,41.67,22.222,0.1,1.69,11.43,0.87,11.11,0.77,12.5,0.19,2.8,50.0,5.75,39.5,2.46,1.45,0.72,13.81,2.9,1.11,19.94,61.02,5.84,42.15,4.83,85.0,5.26,53.21,17.14,68.17,1.16,25.0,16.97,22.65,0.05,0.58,0.05,0.0,0.53,36.36,0.24,2.32,47.92,2.51,32.69,0.48,30.0,0.68,0.34,2.99,69.35,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
J. McClelland,St. Patrick's Ath.,St. Patrick's Ath.,"LB, RW, LWB",24,50000,2021-12-31,17,810,1,0.44,1,0.42,19.33,36.21,Republic of Ireland,Republic of Ireland,,0,0,no,4.89,4.78,46.51,3.33,30.0,0.11,0.15,0.0,2.56,3.43,0.22,1,0.11,0,0.0,3.11,0.11,1,0.11,0.05,0,0.0,7,0.78,28.57,14.286,0.11,2.89,30.77,2.56,30.43,0.33,33.33,1.0,4.22,44.74,9.56,33.72,1.33,1.0,0.78,18.22,1.22,1.67,27.56,72.58,8.89,62.5,6.22,92.86,8.11,72.6,21.67,84.1,3.11,28.57,18.1,18.17,0.05,0.11,0.11,0.0,0.22,50.0,0.11,4.56,53.66,2.67,37.5,0.89,25.0,0.44,0.78,5.78,65.38,0,,0,,0,0,0,0,,,0.33,,,0.44,0.11,0.0,0.11,0,0.0,Irish Premier Division,Wingers,0,0
R. Finn,Shamrock Rovers,Shamrock Rovers,"RWB, RCMF, LCMF",33,50000,2021-12-31,17,1223,1,0.55,1,1.03,23.99,52.76,Republic of Ireland,Republic of Ireland,right,185,71,no,10.38,9.35,62.2,3.97,53.7,0.59,0.98,0.29,3.97,6.61,2.28,3,0.22,0,0.0,2.65,0.07,1,0.07,0.04,0,0.0,4,0.29,25.0,25.0,0.07,3.09,16.67,0.22,0.0,2.87,17.95,0.74,3.16,60.47,6.55,43.82,2.35,1.03,0.74,31.5,2.13,1.03,43.34,80.14,11.77,69.38,10.3,95.0,11.41,71.61,37.75,88.3,2.58,37.14,16.23,30.76,0.08,0.88,0.07,0.0,0.52,28.57,0.52,3.68,66.0,3.75,33.33,0.96,30.77,1.32,0.52,5.52,69.33,0,,0,,0,0,0,0,,,0.52,,,0.0,0.0,0.0,0.37,0,0.0,Irish Premier Division,Wingers,0,0
A. Greene,Shamrock Rovers,Shamrock Rovers,"CF, LWB, AMF",31,50000,2021-12-31,23,1717,5,5.48,3,1.37,21.02,36.91,Republic of Ireland,Republic of Ireland,left,178,73,no,3.88,4.67,56.18,4.51,40.7,0.05,0.09,0.0,1.21,2.12,1.52,3,0.16,0,0.0,2.36,0.26,5,0.26,0.29,1,0.05,33,1.73,33.33,15.152,0.16,1.99,26.32,1.52,24.14,0.47,33.33,0.37,2.1,50.0,8.54,30.06,3.88,0.68,0.79,18.19,2.78,0.79,24.64,74.47,5.5,64.76,5.35,87.25,8.07,75.97,20.97,79.75,1.83,65.71,17.5,33.41,0.07,0.73,0.1,0.0,0.47,44.44,0.26,2.52,68.75,2.41,45.65,0.58,45.45,1.21,0.42,3.93,76.0,0,,0,,0,0,0,0,,,0.21,,,0.0,0.0,0.0,0.1,0,0.0,Irish Premier Division,Wingers,0,0
M. Doyle,Drogheda United,Drogheda United,"LAMF, AMF, CF",22,50000,2021-12-31,27,2177,11,9.27,2,1.6,24.23,37.88,Republic of Ireland,Republic of Ireland,,0,0,no,5.87,5.29,60.16,4.71,25.44,0.21,0.26,0.0,2.48,3.17,1.03,3,0.12,0,0.0,2.85,0.45,9,0.37,0.38,3,0.12,51,2.11,43.14,21.569,0.08,0.87,9.52,0.58,7.14,0.25,0.0,0.08,4.3,40.38,8.97,35.02,3.22,1.53,0.95,13.23,2.11,1.36,19.27,65.67,5.87,52.82,3.84,88.17,5.71,67.39,17.2,70.43,1.24,36.67,17.23,21.41,0.07,0.5,0.0,0.0,0.7,17.65,0.08,2.44,52.54,0.99,25.0,0.41,10.0,0.54,0.12,3.64,56.82,0,,0,,0,0,0,0,,,0.0,,,0.0,0.0,0.0,0.0,2,100.0,Irish Premier Division,Wingers,0,0
J. Akintunde,Derry City,Derry City,"CF, LAMF, LW",25,50000,2022-12-31,25,2153,2,2.95,3,1.46,33.94,32.02,England,"England, Nigeria",right,178,80,no,4.77,4.72,60.18,4.81,17.39,0.17,0.24,0.13,1.76,2.5,1.71,3,0.13,0,0.0,2.88,0.08,2,0.08,0.12,0,0.0,20,0.84,30.0,10.0,0.13,0.67,37.5,0.46,45.45,0.17,25.0,0.29,4.72,47.79,17.52,26.49,2.26,1.34,0.46,8.95,1.25,1.55,19.27,83.73,2.38,80.7,7.23,91.33,5.1,83.61,18.43,85.49,0.21,80.0,14.12,5.38,0.06,0.54,0.0,0.04,0.17,75.0,0.29,1.09,80.77,0.79,73.68,0.13,66.67,0.79,0.25,1.34,71.88,0,,0,,0,0,0,0,,,0.0,,,0.04,0.04,0.0,0.04,0,0.0,Irish Premier Division,Wingers,0,0
D. Byrne,Longford Town,Longford Town,"LAMF, LWF, LW",25,25000,2021-12-31,15,730,0,0.78,0,0.07,22.07,39.11,Republic of Ireland,Republic of Ireland,,0,0,no,8.75,7.27,64.41,2.71,22.73,0.12,0.14,0.0,3.95,4.38,0.49,0,0.0,0,0.0,2.22,0.0,0,0.0,0.1,0,0.0,10,1.23,20.0,0.0,0.0,0.99,0.0,0.86,0.0,0.12,0.0,0.0,4.93,40.0,9.99,25.93,1.11,2.1,0.62,12.58,0.49,0.49,20.34,70.3,6.53,60.38,5.05,82.93,5.18,73.81,17.26,77.14,2.22,44.44,20.29,22.89,0.01,0.12,0.0,0.0,0.49,0.0,0.0,2.22,44.44,2.71,31.82,1.48,16.67,0.74,0.12,4.68,65.79,0,,0,,0,0,0,0,,,0.12,,,0.49,0.0,0.0,0.25,0,0.0,Irish Premier Division,Wingers,0,0
D. Power,Waterford FC,Waterford FC,RB,20,25000,2021-12-31,24,2256,0,0.24,1,0.6,19.23,58.51,Republic of Ireland,Republic of Ireland,right,179,65,no,11.97,9.77,66.12,2.31,51.72,0.48,0.58,0.2,5.03,6.11,1.12,4,0.16,0,0.0,1.56,0.0,0,0.0,0.01,0,0.0,4,0.16,0.0,0.0,0.04,1.84,28.26,0.0,0.0,1.84,28.26,0.12,1.84,54.35,4.15,54.81,0.24,0.68,0.52,12.29,0.96,1.6,22.94,66.26,11.49,56.94,2.99,96.0,4.79,66.67,16.64,77.7,4.71,40.68,21.88,37.21,0.02,0.16,0.0,0.0,0.12,33.33,0.12,4.43,46.85,1.84,32.61,0.44,18.18,0.24,0.44,6.58,62.42,0,,0,,0,0,0,0,,,1.12,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
R. Rainey,Finn Harps,Finn Harps,"LAMF, LW, RW",24,25000,2021-12-31,13,843,3,0.55,1,0.53,23.7,49.1,Republic of Ireland,Republic of Ireland,right,0,0,no,9.93,7.58,69.01,9.5,47.19,0.32,0.41,0.21,4.38,5.62,0.96,2,0.21,0,0.0,1.17,0.32,3,0.32,0.06,1,0.11,8,0.85,50.0,37.5,0.11,0.85,25.0,0.43,25.0,0.43,25.0,0.11,0.85,50.0,3.42,21.88,1.28,0.43,0.11,15.05,0.96,0.32,24.34,75.88,7.58,57.75,6.3,84.75,6.83,87.5,20.28,81.05,3.2,56.67,16.6,26.04,0.06,0.32,0.0,0.11,0.21,50.0,0.11,3.1,51.72,1.17,18.18,0.43,50.0,0.21,0.43,3.52,54.55,0,,0,,0,0,0,0,,,0.43,,,0.0,0.0,0.0,0.0,0,0.0,Irish Premier Division,Wingers,0,0
K. O’Sullivan,Finn Harps,Finn Harps,"RAMF, RW, RWB",21,25000,2021-12-31,24,1883,2,1.0,2,2.51,27.91,45.03,Republic of Ireland,Republic of Ireland,,0,0,no,9.85,8.32,61.49,5.45,34.21,0.14,0.18,0.05,4.59,5.85,1.0,6,0.29,0,0.0,3.68,0.1,2,0.1,0.05,0,0.0,18,0.86,27.78,11.111,0.1,3.25,13.24,0.33,14.29,2.92,13.11,0.33,4.97,58.65,9.7,45.81,1.43,1.53,1.91,11.18,1.29,0.81,22.18,59.91,7.84,44.51,4.45,92.47,4.88,59.8,16.54,73.41,2.53,30.19,20.82,33.4,0.12,0.86,0.0,0.05,0.33,28.57,0.24,2.82,50.85,2.68,32.14,0.53,45.45,0.67,0.43,4.64,60.82,0,,0,,0,0,0,0,,,0.43,,,0.19,0.0,0.0,0.96,0,0.0,Irish Premier Division,Wingers,0,0
D. Markey,Drogheda United,Drogheda United,"AMF, RAMF, RW",24,25000,2021-12-31,27,2055,2,1.72,3,2.68,27.99,45.7,Republic of Ireland,Republic of Ireland,,183,75,no,8.93,9.81,58.48,2.58,30.51,0.44,0.55,0.13,2.76,3.49,1.23,1,0.04,0,0.0,4.03,0.09,2,0.09,0.08,0,0.0,22,0.96,31.82,9.091,0.13,1.88,25.58,0.53,25.0,1.31,26.67,0.26,5.17,51.69,11.78,42.01,2.06,2.28,1.45,20.01,0.88,1.75,32.67,76.94,11.08,67.19,5.96,92.65,8.32,79.47,28.95,82.9,1.88,34.88,16.61,27.05,0.12,1.23,0.0,0.09,1.31,43.33,0.35,4.6,60.0,2.72,58.06,1.53,42.86,1.18,0.57,5.17,72.03,0,,0,,0,0,0,0,,,0.04,,,0.39,0.0,0.0,0.61,0,0.0,Irish Premier Division,Wingers,0,0
